No;Link Matkul;Name;Kode Matkul;Kategori Matkul
2095;https://sikola.unhas.ac.id/courses/18D02310702/index.php;SEMINAR PROPOSAL PENELITIAN DISERTASI;18D02310702;23001
2096;https://sikola.unhas.ac.id/courses/18D02310803/index.php;MATAKULIAH PILIHAN PENDUKUNG DISERTASI (MKPPD) LINTAS DISIPLIN ILMU;18D02310803;23001
2097;https://sikola.unhas.ac.id/courses/18D02310902/index.php;SEMINAR PROPOSAL PENELITIAN DISERTASI;18D02310902;23001
2098;https://sikola.unhas.ac.id/courses/18D02320103/index.php;SEMINAR INTERNASIONAL;18D02320103;23001
2099;https://sikola.unhas.ac.id/courses/18D02320104/index.php;SEMINAR HASIL PENELITIAN DISERTASI;18D02320104;23001
2100;https://sikola.unhas.ac.id/courses/18D02320205/index.php;PUBLIKASI JURNAL INTERNASIONAL;18D02320205;23001
2101;https://sikola.unhas.ac.id/courses/18D02330409/index.php;DISERTASI DAN UJIAN DISERTASI;18D02330409;23001
2102;https://sikola.unhas.ac.id/courses/18D02330602/index.php;UJIAN PROMOSI;18D02330602;23001
2103;https://sikola.unhas.ac.id/courses/18D03210102/index.php;FILSAFAT ILMU;18D03210102;20101
2104;https://sikola.unhas.ac.id/courses/18D03210202/index.php;METODE PENELITIAN;18D03210202;20101
2105;https://sikola.unhas.ac.id/courses/18D03210302/index.php;MATEMATIKA TERAPAN;18D03210302;20101
2106;https://sikola.unhas.ac.id/courses/18D03210402/index.php;PEMODELAN DAN METODE NUMERIK;18D03210402;20101
2107;https://sikola.unhas.ac.id/courses/18D03210502/index.php;SEMINAR PROPOSAL;18D03210502;20101
2108;https://sikola.unhas.ac.id/courses/18D03210602/index.php;JARINGAN LISTRIK CERTAS (SMART GIRD);18D03210602;20101
2109;https://sikola.unhas.ac.id/courses/18D03210702/index.php;TEKNOLOGI MATERIAL ELEKTRONIK;18D03210702;20101
2110;https://sikola.unhas.ac.id/courses/18D03210802/index.php;PEMODELAN DAN PENGENDALIAN MESIN LISTRIK;18D03210802;20101
2111;https://sikola.unhas.ac.id/courses/18D03210902/index.php;ANALISIS EKONOMI ENERGI;18D03210902;20101
2112;https://sikola.unhas.ac.id/courses/18D03211002/index.php;KOMPUTASI PADA SISTEM TENAGA LISTRIK;18D03211002;20101
2113;https://sikola.unhas.ac.id/courses/18D03211102/index.php;KENDALI DAN KESTABILAN SISTEM TENAGA;18D03211102;20101
2114;https://sikola.unhas.ac.id/courses/18D03211202/index.php;PERENCANAAN SISTEM PEMBANGKIT KONVENSIONAL DAN ENERGI TERBARUKAN;18D03211202;20101
2115;https://sikola.unhas.ac.id/courses/18D03211302/index.php;KUALITAS SISTEM TENAGA;18D03211302;20101
2116;https://sikola.unhas.ac.id/courses/18D03211402/index.php;KARAKTERISTIK DAN PRAKIRAAN BEBAN LISTRIK;18D03211402; D411
2117;https://sikola.unhas.ac.id/courses/18D03211502/index.php;PENGARUH ELEKTROMAGNETIK PADA LINGKUNGAN HIDUP;18D03211502;20101
2118;https://sikola.unhas.ac.id/courses/18D03211602/index.php;TEKNOLOGI PENYIMPANAN ENERGI;18D03211602;20101
2119;https://sikola.unhas.ac.id/courses/18D03211702/index.php;METODE OPTIMISASI SISTEM TENAGA LISTRIK;18D03211702;20101
2120;https://sikola.unhas.ac.id/courses/18D03211802/index.php;ELEKTRONIKA DAYA LANJUT;18D03211802;20101
2121;https://sikola.unhas.ac.id/courses/18D03211902/index.php;TEKNOLOGI TRANSMISI ARUS BOLAK BALIK FLEKSIBEL;18D03211902;20101
2122;https://sikola.unhas.ac.id/courses/18D03212002/index.php;TEKNOLOGI ISOLASI DAN DIAGNOSIS TEGANGAN TINGGI;18D03212002;20101
2123;https://sikola.unhas.ac.id/courses/18D03212102/index.php;PERENCANAAN DISTRIBUSI TENAGA LISTRIK;18D03212102;20101
2124;https://sikola.unhas.ac.id/courses/18D03212202/index.php;ANALISA GANGGUAN DAN PROTEKSI TENAGA LISTRIK;18D03212202;20101
2125;https://sikola.unhas.ac.id/courses/18D03212302/index.php;TEKNOLOGI TRANSFORMER DAN KABEL TEGANGAN TINGGI;18D03212302;20101
2126;https://sikola.unhas.ac.id/courses/18D03212402/index.php;APLIKASI KECERDASAN BUATAN DALAM SISTEM TENAGA;18D03212402;20101
2127;https://sikola.unhas.ac.id/courses/18D03212502/index.php;ISYARAT DAN SISTEM;18D03212502; D411
2128;https://sikola.unhas.ac.id/courses/18D03212602/index.php;PENGKODEAN DAN TEKNIK MODULASI;18D03212602;20101
2129;https://sikola.unhas.ac.id/courses/18D03212702/index.php;REKAYASA TERAFIK;18D03212702;20001
2130;https://sikola.unhas.ac.id/courses/18D03212802/index.php;JARINGAN KOMUNIKASI NIRKABEL;18D03212802;20101
2131;https://sikola.unhas.ac.id/courses/18D03212902/index.php;SISTEM KOMPUTER TERSEMAT;18D03212902; D411
2132;https://sikola.unhas.ac.id/courses/18D03213002/index.php;TEKNOLOGI MATERIAL ELEKTROTEKNIK;18D03213002;20101
2133;https://sikola.unhas.ac.id/courses/18D03213102/index.php;ANALISIS JARINGAN TELEKOMUNIKASI;18D03213102;20101
2134;https://sikola.unhas.ac.id/courses/18D03213202/index.php;TELEKOMUNIKASI MARITIM;18D03213202;20101
2135;https://sikola.unhas.ac.id/courses/18D03213302/index.php;PEMODELAN DAN PABRIKASI ANTENA;18D03213302;20101
2136;https://sikola.unhas.ac.id/courses/18D03213402/index.php;ANALISA KOMUNIKASI SATELIT;18D03213402;20101
2137;https://sikola.unhas.ac.id/courses/18D03213502/index.php;SISTEM PENYAMBUNGAN DAN JARINGAN;18D03213502;20101
2138;https://sikola.unhas.ac.id/courses/18D03213602/index.php;SISTEM KOMUNIKASI DAN MULTIMEDIA;18D03213602;20101
2139;https://sikola.unhas.ac.id/courses/18D03213702/index.php;JARINGAN SERTA OPTIK;18D03213702;20101
2140;https://sikola.unhas.ac.id/courses/18D03213802/index.php;APLIKASI KOMUNIKASI BIOMEDIK;18D03213802;20101
2141;https://sikola.unhas.ac.id/courses/18D03213902/index.php;JARINGAN PITA LEBAR;18D03213902;20101
2142;https://sikola.unhas.ac.id/courses/18D03214002/index.php;ELEKTRONIKA PERTAHANAN KEAMANAN;18D03214002;20101
2143;https://sikola.unhas.ac.id/courses/18D03214102/index.php;JARINGAN SENSOR NIRKABEL;18D03214102;20101
2144;https://sikola.unhas.ac.id/courses/18D03214202/index.php;SISTEM ELEKTRONIKA TERINTEGRASI;18D03214202;20101
2145;https://sikola.unhas.ac.id/courses/18D03214302/index.php;SISTEM KOMPUTER TERSEMAT;18D03214302; D411
2146;https://sikola.unhas.ac.id/courses/18D03214402/index.php;PEMODELAN DAN PENGENDALIAN MESIN LISTRIK;18D03214402;20101
2147;https://sikola.unhas.ac.id/courses/18D03214502/index.php;TEKNOLOGI MATERIAL ELEKTRONIK;18D03214502;20101
2148;https://sikola.unhas.ac.id/courses/18D03214602/index.php;ISYARAT DAN SISTEM;18D03214602;20101
2149;https://sikola.unhas.ac.id/courses/18D03214702/index.php;ALGORITMA DAN PEMOGRAMAN LANJUT;18D03214702; D411
2150;https://sikola.unhas.ac.id/courses/18D03214802/index.php;PERENCANAAN SISTEM DIGITAL LANJUT;18D03214802;20101
2151;https://sikola.unhas.ac.id/courses/18D03214902/index.php;ROBOTIKA INDUSTRI LANJUT;18D03214902;20101
2152;https://sikola.unhas.ac.id/courses/18D03215002/index.php;SISTEM INSTRUMENTASI CERDAS;18D03215002;20101
2153;https://sikola.unhas.ac.id/courses/18D03215102/index.php;ELEKTRONIKA DAYA LANJUT;18D03215102;20101
2154;https://sikola.unhas.ac.id/courses/18D03215202/index.php;SISTEM KENDALI PROSES;18D03215202;20101
2155;https://sikola.unhas.ac.id/courses/18D03215302/index.php;TEKNOLOGI VIRTUALISASI DAN KOMPUTASI AWAN;18D03215302;20101
2156;https://sikola.unhas.ac.id/courses/18D03215402/index.php;ALGORITMA DAN PEMROGRAMAN LANJUT;18D03215402;20101
2157;https://sikola.unhas.ac.id/courses/18D03215502/index.php;DATA MINING DAN SISTEM PENDUKUNG KEPUTUSAN;18D03215502;20101
2158;https://sikola.unhas.ac.id/courses/18D03215602/index.php;SISTEM KOMPUTER BERKINERJA TINGGI;18D03215602;20101
2159;https://sikola.unhas.ac.id/courses/18D03215702/index.php;KOMPUTASI UBIQUITOUS;18D03215702;20101
2160;https://sikola.unhas.ac.id/courses/18D03215802/index.php;REKAYASA PERANGKAT LUNAK LANJUT;18D03215802;20101
2161;https://sikola.unhas.ac.id/courses/18D03215902/index.php;ALGORITMA KECERDASAN KOMPUTASI;18D03215902;20101
2162;https://sikola.unhas.ac.id/courses/18D03216002/index.php;KEAMANAN CLOUD COMPUTING;18D03216002;20101
2163;https://sikola.unhas.ac.id/courses/18D03216102/index.php;SISTEM PERANGKAT LUNAK SMART CITY;18D03216102;20101
2164;https://sikola.unhas.ac.id/courses/18D03216202/index.php;JARINGAN SENSOR NIRKABEL;18D03216202;20101
2165;https://sikola.unhas.ac.id/courses/18D03216302/index.php;TEKNOLOGI VIRTUALISASI DAN KOMPUTASI AWAN;18D03216302;20101
2166;https://sikola.unhas.ac.id/courses/18D03216402/index.php;TEKNOLOGI JARINGAN KOMPUTER;18D03216402;20101
2167;https://sikola.unhas.ac.id/courses/18D03216502/index.php;PEMROGRAMAN APLIKASI MOBILE;18D03216502;20101
2168;https://sikola.unhas.ac.id/courses/18D03216602/index.php;PENGENALAN POLA LANJUT;18D03216602;20101
2169;https://sikola.unhas.ac.id/courses/18D03216702/index.php;KOMPUTASI RAMAH ENERGI;18D03216702;20101
2170;https://sikola.unhas.ac.id/courses/18D03216802/index.php;REKAYASA WEB LANJUT;18D03216802;20101
2171;https://sikola.unhas.ac.id/courses/18D03216902/index.php;ANALISIS SISTEM INFORMASI;18D03216902;20101
2172;https://sikola.unhas.ac.id/courses/18D03217002/index.php;TEKNOLOGI MULTIMEDIA DAN PEMROSESAN;18D03217002;20101
2173;https://sikola.unhas.ac.id/courses/18D03217102/index.php;INTERNET OF THINGS;18D03217102;20101
2174;https://sikola.unhas.ac.id/courses/18D03220105/index.php;PUBLIKASI ARTIKEL ILMIAH;18D03220105;20101
2175;https://sikola.unhas.ac.id/courses/18D03220204/index.php;SEMINAR HASIL;18D03220204;20101
2176;https://sikola.unhas.ac.id/courses/18D03220309/index.php;TESIS DAN UJIAN TESIS;18D03220309;20101
2177;https://sikola.unhas.ac.id/courses/18D03310103/index.php;FILSAFAT ILMU DAN METODOLOGI RISET;18D03310103;34002
2178;https://sikola.unhas.ac.id/courses/18D03310203/index.php;MANAJEMEN LINGKUNGAN KEBUMIAN;18D03310203;34002
2179;https://sikola.unhas.ac.id/courses/18D03310303/index.php;PENUNJANG DISERTASI 1;18D03310303;34002
2180;https://sikola.unhas.ac.id/courses/18D03310402/index.php;SEMINAR PROPOSAL;18D03310402;34002
2181;https://sikola.unhas.ac.id/courses/18D03310503/index.php;GEOLOGI REGIONAL INDONESIA TIMUR;18D03310503;34002
2182;https://sikola.unhas.ac.id/courses/18D03310603/index.php;PENUNJANG DISERTASI 2;18D03310603;34002
2183;https://sikola.unhas.ac.id/courses/18D03320103/index.php;PENUNJANG DISERTASI 3;18D03320103;34002
2184;https://sikola.unhas.ac.id/courses/18D03320203/index.php;SEMINAR INTERNASIONAL;18D03320203;34002
2185;https://sikola.unhas.ac.id/courses/18D03320305/index.php;JURNAL INTERNASIONAL ;18D03320305;34002
2186;https://sikola.unhas.ac.id/courses/18D03320403/index.php;PENUNJANG DISERTASI 4;18D03320403;34002
2187;https://sikola.unhas.ac.id/courses/18D03330104/index.php;SEMINAR HASIL DISERTASI;18D03330104;34002
2188;https://sikola.unhas.ac.id/courses/18D03330212/index.php;DISERTASI DAN UJIAN DISERTASI;18D03330212;34002
2189;https://sikola.unhas.ac.id/courses/18D03330302/index.php;UJIAN PROMOSI;18D03330302;34002
2190;https://sikola.unhas.ac.id/courses/18D04210102/index.php;FILSAFAT ILMU;18D04210102;23101
2191;https://sikola.unhas.ac.id/courses/18D04210202/index.php;METODOLOGI PENELITIAN;18D04210202;23101
2192;https://sikola.unhas.ac.id/courses/18D04210302/index.php;STATISTIK;18D04210302;23101
2193;https://sikola.unhas.ac.id/courses/18D04210402/index.php;SEMINAR PROPOSAL (S2);18D04210402;23101
2194;https://sikola.unhas.ac.id/courses/18D04210504/index.php;SEMINAR HASIL (S2);18D04210504;23101
2195;https://sikola.unhas.ac.id/courses/18D04210603/index.php;PSIKOLOGI ARSITEKTUR DAN LINGKUNGAN;18D04210603;23101
2196;https://sikola.unhas.ac.id/courses/18D04210703/index.php;PERANCANGAN DAN SIMULASI PENCAHAYAAN;18D04210703;23101
2197;https://sikola.unhas.ac.id/courses/18D04210803/index.php;BENTUK DAN STRUKTUR BANGUNAN;18D04210803;23101
2198;https://sikola.unhas.ac.id/courses/18D04210903/index.php;REVITALISASI PERUMAHAN DAN PERMUKIMAN KUMUH;18D04210903;23101
2199;https://sikola.unhas.ac.id/courses/18D04211003/index.php;STUDIO PERANCANGAN ARSITEKTUR (S2);18D04211003;23101
2200;https://sikola.unhas.ac.id/courses/18D04211103/index.php;ARSITEKTUR ETNIS SULAWESI;18D04211103;23101
2201;https://sikola.unhas.ac.id/courses/18D04211203/index.php;PERANCANGAN DAN SIMULASI TERMAL;18D04211203;23101
2202;https://sikola.unhas.ac.id/courses/18D04211303/index.php;DESAIN BANGUNAN TAHAN GEMPA;18D04211303;23101
2203;https://sikola.unhas.ac.id/courses/18D04211503/index.php;KOMPOSISI WARNA (S2);18D04211503;23101
2204;https://sikola.unhas.ac.id/courses/18D04211603/index.php;WARISAN ARSITEKTUR & SAUJANA KEPULAUAN;18D04211603;23101
2205;https://sikola.unhas.ac.id/courses/18D04211703/index.php;PERANCANGAN DAN SIMULASI AKUSTIK;18D04211703;23101
2206;https://sikola.unhas.ac.id/courses/18D04211803/index.php;SIMULASI & PEMODELAN STRUKTUR;18D04211803;23101
2207;https://sikola.unhas.ac.id/courses/18D04211903/index.php;PERUMAHAN TRADISIONAL,PESISIR & KEPULAUAN;18D04211903;23101
2208;https://sikola.unhas.ac.id/courses/18D04212003/index.php;STUDIO INTERIOR;18D04212003;23101
2209;https://sikola.unhas.ac.id/courses/18D04212103/index.php;PARADIGMA,TEORI, DAN SEJARAH ARSITEKTUR;18D04212103;23101
2210;https://sikola.unhas.ac.id/courses/18D04212203/index.php;IKLIM, ENERGI DAN LINGKUNGAN;18D04212203;23101
2211;https://sikola.unhas.ac.id/courses/18D04212303/index.php;BAHAN KONSTRUKSI LANJUTAN;18D04212303;23101
2212;https://sikola.unhas.ac.id/courses/18D04212403/index.php;MORFOLOGI LINGKUNGAN BINAAN;18D04212403;23101
2213;https://sikola.unhas.ac.id/courses/18D04212503/index.php;STUDIO LANSEKAP (S2);18D04212503;23101
2214;https://sikola.unhas.ac.id/courses/18D04220105/index.php;PUBLIKASI JURNAL ILMIAH;18D04220105;23101
2215;https://sikola.unhas.ac.id/courses/18D04220209/index.php;TESIS & UJIAN TESIS;18D04220209;23101
2216;https://sikola.unhas.ac.id/courses/18D04310103/index.php;FILSAFAT ILMU DAN METODOLOGI PENELITIAN;18D04310103;21001
2217;https://sikola.unhas.ac.id/courses/18D04310203/index.php;TEKNIK PENULISAN ILMIAH DAN ETIKA PENULISAN;18D04310203;21001
2218;https://sikola.unhas.ac.id/courses/18D04310305/index.php;PENDUKUNG PENELITIAN 1 (UJI PARAMETER 1);18D04310305;21001
2219;https://sikola.unhas.ac.id/courses/18D04310405/index.php;PENDUKUNG PENELITIAN II (UJI PARAMETER 2);18D04310405;21001
2220;https://sikola.unhas.ac.id/courses/18D04310502/index.php;SEMINAR PROPOSAL PENELITIAN DISERTASI;18D04310502;21001
2221;https://sikola.unhas.ac.id/courses/18D04320104/index.php;PENELITIAN DAN SEMINAR DISERTASI I;18D04320104;21001
2222;https://sikola.unhas.ac.id/courses/18D04320204/index.php;PENELITIAN DAN SEMINAR DISERTASI II;18D04320204;21001
2223;https://sikola.unhas.ac.id/courses/18D04320303/index.php;PRESENTASI MAKALAH ILMIAH PADA SEMINAR INTERNASIONAL;18D04320303;21001
2224;https://sikola.unhas.ac.id/courses/18D04320305/index.php;JURNAL INTERNASIONAL TERINDEKS SCOPUS ATAU BEREPUTASI;18D04320305;21001
2225;https://sikola.unhas.ac.id/courses/18D04320405/index.php;JURNAL INTERNASIONAL TERINDEKS SCOPUS ATAU BEREPUTASI;18D04320405;21001
2226;https://sikola.unhas.ac.id/courses/18D04330102/index.php;PENULISAN DISERTASI;18D04330102;21001
2227;https://sikola.unhas.ac.id/courses/18D04330204/index.php;SEMINAR HASIL;18D04330204;21001
2228;https://sikola.unhas.ac.id/courses/18D04330302/index.php;UJIAN DISERTASI;18D04330302;21001
2229;https://sikola.unhas.ac.id/courses/18D05210102/index.php;HIDRODINAMIKA KAPAL;18D05210102;36101
2230;https://sikola.unhas.ac.id/courses/18D05210203/index.php;PERANCANGAN KAPAL;18D05210203;36101
2231;https://sikola.unhas.ac.id/courses/18D05210302/index.php;SISTEM TRANSPORTASI PERAIRAN;18D05210302;36101
2232;https://sikola.unhas.ac.id/courses/18D05210402/index.php;METODE PENELITIAN;18D05210402;36101
2233;https://sikola.unhas.ac.id/courses/18D05210502/index.php;PERENCANAAN SISTEM TRANSPORTASI;18D05210502;36101
2234;https://sikola.unhas.ac.id/courses/18D05210602/index.php;SEA KEEPING;18D05210602;36101
2235;https://sikola.unhas.ac.id/courses/18D05210702/index.php;TEKNOLOGI PEMBANGUNAN KAPAL;18D05210702;36101
2236;https://sikola.unhas.ac.id/courses/18D05210802/index.php;Manajemen Rantai Pasok;18D05210802;36101
2237;https://sikola.unhas.ac.id/courses/18D05210902/index.php;PERENCANAAN PELABUHAN;18D05210902;36101
2238;https://sikola.unhas.ac.id/courses/18D05211002/index.php;SISTEM PROPULSI;18D05211002;36101
2239;https://sikola.unhas.ac.id/courses/18D05211102/index.php;PERANCANGAN STRUKTUR KAPAL;18D05211102;36101
2240;https://sikola.unhas.ac.id/courses/18D05211302/index.php;MANAJEMEN PRODUKSI;18D05211302;36101
2241;https://sikola.unhas.ac.id/courses/18D05211402/index.php;MANAJEMEN OPERASI PELAYARAN;18D05211402;36101
2242;https://sikola.unhas.ac.id/courses/18D05211502/index.php;Kebijakan Maritim;18D05211502;36101
2243;https://sikola.unhas.ac.id/courses/18D05211602/index.php;DAMAGE STABILITY;18D05211602;36101
2244;https://sikola.unhas.ac.id/courses/18D05211702/index.php;STABILITAS DINAMIS;18D05211702;36101
2245;https://sikola.unhas.ac.id/courses/18D05211802/index.php;DESAIN PRODUKSI;18D05211802;36101
2246;https://sikola.unhas.ac.id/courses/18D05212002/index.php;METODE OPTIMASI;18D05212002;36101
2247;https://sikola.unhas.ac.id/courses/18D05212102/index.php;MANAJEMEN MUTU;18D05212102;36101
2248;https://sikola.unhas.ac.id/courses/18D05212202/index.php;MANAJEMEN RISIKO;18D05212202;36101
2249;https://sikola.unhas.ac.id/courses/18D05212302/index.php;MANUVER KAPAL;18D05212302;36101
2250;https://sikola.unhas.ac.id/courses/18D05212402/index.php;KEANDALAN STRUKTUR;18D05212402;36101
2251;https://sikola.unhas.ac.id/courses/18D05212502/index.php;PERLINDUNGAN LINGKUNGAN MARITIM;18D05212502;36101
2252;https://sikola.unhas.ac.id/courses/18D05212602/index.php;KESELAMATAN PELAYARAN;18D05212602;36101
2253;https://sikola.unhas.ac.id/courses/18D05212702/index.php;BISNIS MARITIM;18D05212702;36101
2254;https://sikola.unhas.ac.id/courses/18D05212802/index.php;SEMINAR PROPOSAL;18D05212802;36101
2255;https://sikola.unhas.ac.id/courses/18D05220105/index.php;PUBLIKASI ILMIAH;18D05220105;36101
2256;https://sikola.unhas.ac.id/courses/18D05220204/index.php;SEMINAR HASIL;18D05220204;36101
2257;https://sikola.unhas.ac.id/courses/18D05220309/index.php;TESIS;18D05220309;36101
2258;https://sikola.unhas.ac.id/courses/18D05310103/index.php;FILSAFAT ILMU PENGETAHUAN;18D05310103;20001
2259;https://sikola.unhas.ac.id/courses/18D05310201/index.php;SEMINAR KEMAJUAN 1;18D05310201;20001
2260;https://sikola.unhas.ac.id/courses/18D05310203/index.php;METODE ILMIAH DAN ETIKA PENELITIAN;18D05310203;20001
2261;https://sikola.unhas.ac.id/courses/18D05310303/index.php;PEMODELAN DAN ALGORITMA KOMPUTASI;18D05310303;20001
2262;https://sikola.unhas.ac.id/courses/18D05310401/index.php;SEMINAR KEMAJUAN 2;18D05310401;20001
2263;https://sikola.unhas.ac.id/courses/18D05310402/index.php;SEMINAR PROPOSAL PENELITIAN DISERTASI;18D05310402;20001
2264;https://sikola.unhas.ac.id/courses/18D05310503/index.php;SISTEM TENAGA LISTRIK LANJUT;18D05310503;20001
2265;https://sikola.unhas.ac.id/courses/18D05310603/index.php;SISTEM DISTRIBUSI DAN INSTALASI LISTRIK LANJUT;18D05310603;20001
2266;https://sikola.unhas.ac.id/courses/18D05310703/index.php;ENERGI BARU DAN TERBARUKAN LANJUT;18D05310703;20001
2267;https://sikola.unhas.ac.id/courses/18D05310803/index.php;TEKNIK TEGANGAN TINGGI DAN ISOLASI LISTRIK LANJUT;18D05310803;20001
2268;https://sikola.unhas.ac.id/courses/18D05310904/index.php;TOPIK KHUSUS ELEKTRONIKA LANJUT;18D05310904; D411
2269;https://sikola.unhas.ac.id/courses/18D05311004/index.php;TOPIK KHUSUS TEKNIK KENDALI LANJUT;18D05311004; D411
2270;https://sikola.unhas.ac.id/courses/18D05311104/index.php;TOPIK KHUSUS SISTEM KOMPUTER LANJUT;18D05311104; D411
2271;https://sikola.unhas.ac.id/courses/18D05311203/index.php;TOPIK KHUSUS DATA MINING DAN KECERDASAM LANJUT;18D05311203;20001
2272;https://sikola.unhas.ac.id/courses/18D05311303/index.php;TOPIK KHUSUS VISI KOMPUTER LANJUT;18D05311303;20001
2273;https://sikola.unhas.ac.id/courses/18D05311403/index.php;TOPIK KHUSUS KOMPUTASI PARALEL LANJUT;18D05311403;20001
2274;https://sikola.unhas.ac.id/courses/18D05311503/index.php;TOPIK KHUSUS REKAYASA INTERNET LANJUT;18D05311503;20001
2275;https://sikola.unhas.ac.id/courses/18D05311603/index.php;SISTEM KOMUNKASI LANJUT;18D05311603;20001
2276;https://sikola.unhas.ac.id/courses/18D05311703/index.php;TOPIK KHUSUS ANTENA LANJUT;18D05311703;20001
2277;https://sikola.unhas.ac.id/courses/18D05311803/index.php;PENGELOHAN CITRA DAN ISYARAT LANJUT;18D05311803;20001
2278;https://sikola.unhas.ac.id/courses/18D05311903/index.php;KOMUNIKASI GELOMBANH RADIO DAN MIKROWAVE LANJUT;18D05311903;20001
2279;https://sikola.unhas.ac.id/courses/18D05312001/index.php;SEMINAR KEMAJUAN I;18D05312001;20001
2280;https://sikola.unhas.ac.id/courses/18D05312103/index.php;SEMINAR INTERNASIONAL I;18D05312103;20001
2281;https://sikola.unhas.ac.id/courses/18D05312201/index.php;SEMINAR KEMAJUAN 2;18D05312201;20001
2282;https://sikola.unhas.ac.id/courses/18D05320103/index.php;SEMINAR INTERNASIONAL;18D05320103;20001
2283;https://sikola.unhas.ac.id/courses/18D05320205/index.php;PUBLIKASI JURNAL;18D05320205;20001
2284;https://sikola.unhas.ac.id/courses/18D05320301/index.php;SEMINAR KEMAJUAN 3;18D05320301;20001
2285;https://sikola.unhas.ac.id/courses/18D05320303/index.php;SEMINAR INTERNASIONAL 2;18D05320303;20001
2286;https://sikola.unhas.ac.id/courses/18D05320405/index.php;PUBLIKASI JURNAL INTERNASIONAL 2;18D05320405;20001
2287;https://sikola.unhas.ac.id/courses/18D05320501/index.php;SEMINAR KEMAJUAN 4;18D05320501;20001
2288;https://sikola.unhas.ac.id/courses/18D05330104/index.php;SEMINAR HASIL;18D05330104;20001
2289;https://sikola.unhas.ac.id/courses/18D05330205/index.php;PUBLIKASI JURNAL INTERNASIONAL 3;18D05330205;20001
2290;https://sikola.unhas.ac.id/courses/18D05330212/index.php;DISERTASI DAN UJIAN;18D05330212;20001
2291;https://sikola.unhas.ac.id/courses/18D05330301/index.php;SEMINAR KEMAJUAN 5;18D05330301;20001
2292;https://sikola.unhas.ac.id/courses/18D05330412/index.php;DISERTASI DAN UJIAN DISERTASI;18D05330412;20001
2293;https://sikola.unhas.ac.id/courses/18D05330501/index.php;SEMINAR KEMAJUAN 6;18D05330501;20001
2294;https://sikola.unhas.ac.id/courses/18D06210102/index.php;METODOLOGI PENELITIAN DAN FILSAFAT ILMU KEBUMIAN;18D06210102;34101
2295;https://sikola.unhas.ac.id/courses/18D06210202/index.php;PETROLOGI LANJUT;18D06210202;34101
2296;https://sikola.unhas.ac.id/courses/18D06210302/index.php;GEOTEKTONIK;18D06210302;34101
2297;https://sikola.unhas.ac.id/courses/18D06210402/index.php;SEMINAR PROPOSAL;18D06210402;34101
2298;https://sikola.unhas.ac.id/courses/18D06210502/index.php;EKSPLORASI DAN EKSPLOITASI SUMBERDAYA;18D06210502;34101
2299;https://sikola.unhas.ac.id/courses/18D06210602/index.php;ALTERASI DAN MINERALISASI HIDROTERMAL;18D06210602;34101
2300;https://sikola.unhas.ac.id/courses/18D06210702/index.php;EKSPLORASI BAWAH PERMUKAAN;18D06210702;34101
2301;https://sikola.unhas.ac.id/courses/18D06210802/index.php;GEODINAMIKA PANTAI;18D06210802;34101
2302;https://sikola.unhas.ac.id/courses/18D06210902/index.php;OSEANOGRAFI LANJUT;18D06210902;34101
2303;https://sikola.unhas.ac.id/courses/18D06211002/index.php;REKAYASA PANTAI;18D06211002;34101
2304;https://sikola.unhas.ac.id/courses/18D06211102/index.php;STRATIGRAFI LANJUT;18D06211102;34101
2305;https://sikola.unhas.ac.id/courses/18D06211201/index.php;GEOLOGI REGIONAL DAN EKSKURSI;18D06211201;34101
2306;https://sikola.unhas.ac.id/courses/18D06211302/index.php;GEOLOGI BATUAN DASAR;18D06211302;34101
2307;https://sikola.unhas.ac.id/courses/18D06211402/index.php;BIOSTRATIGRAFI LANJUT;18D06211402;34101
2308;https://sikola.unhas.ac.id/courses/18D06211502/index.php;GEOTERMAL DAN ENERGI TERBARUKAN;18D06211502;34101
2309;https://sikola.unhas.ac.id/courses/18D06211602/index.php;GEOLOGI LATERIT;18D06211602;34101
2310;https://sikola.unhas.ac.id/courses/18D06211702/index.php;GEOKRONOLOGI;18D06211702;34101
2311;https://sikola.unhas.ac.id/courses/18D06211802/index.php;GEOKIMIA ENDAPAN MINERAL;18D06211802;34101
2312;https://sikola.unhas.ac.id/courses/18D06211902/index.php;GEOLOGI KUARTER;18D06211902;34101
2313;https://sikola.unhas.ac.id/courses/18D06212002/index.php;GEOLOGI KARST;18D06212002;34101
2314;https://sikola.unhas.ac.id/courses/18D06212102/index.php;GEOLOGI MODEL;18D06212102;34101
2315;https://sikola.unhas.ac.id/courses/18D06212202/index.php;GEOLOGI TEKNIK LANJUT;18D06212202;34101
2316;https://sikola.unhas.ac.id/courses/18D06212302/index.php;MITIGASI DAN BENCANA GEOLOGI;18D06212302;34101
2317;https://sikola.unhas.ac.id/courses/18D06212402/index.php;GEOLOGI TATA LINGKUNGAN LANJUT;18D06212402;34101
2318;https://sikola.unhas.ac.id/courses/18D06212502/index.php;APLIKASI GIS;18D06212502;34101
2319;https://sikola.unhas.ac.id/courses/18D06212602/index.php;PENCEEMARAN AIR TANAH LANJUT;18D06212602;34101
2320;https://sikola.unhas.ac.id/courses/18D06212702/index.php;GEOLOGI PENGELOLAAN LIMBAH;18D06212702;34101
2321;https://sikola.unhas.ac.id/courses/18D06212802/index.php;GEOKIMIA LINGKUNGAN;18D06212802;34101
